MemberID,PhoneNo,StreetNo,Street,City,State,Zip,ExpiryDate
2641,(123) 123-5887,1330,Tamarack Road,Salt Lake City,UT,84100,3/31/2008 23:18:06
2643,(123) 123-5888,1331,Valley Road,Olympia,WA,98507,04/02/2008 23:18:06
2645,(123) 123-5889,1332,Apple Lane,Juneau,AK,99801,04/04/2008 23:18:06
2647,(123) 123-5890,1333,Cannery Row,Phoenix,AZ,85011,04/06/2008 23:18:06
2649,(123) 123-5891,1334,Elm Street,Denver,CO,80201,04/08/2008 23:18:06
2651,(123) 123-5892,1335,Goshen Road,Tallahassee,FL,32301,04/10/2008 23:18:06
2653,(123) 123-5893,1336,Island Drive,Honolulu,HI,96800-3017,04/12/2008 23:18:06
2655,(123) 123-5894,1337,King Street,Baton Rouge,LA,70800,4/14/2008 23:18:06
2657,(123) 123-5895,1338,Maple Street,Annapolis,MD,21400,4/16/2008 23:18:06
2659,(123) 123-5896,1339,Oak Drive,Carson City,NV,89701,4/18/2008 23:18:06
2661,(123) 123-5897,1340,Queen Ann Drive,Salem,OR,97301,4/20/2008 23:18:06
2663,(123) 123-5898,1341,Stoney Way,Austin,TX,73301,4/22/2008 23:18:06
2665,(123) 123-5899,1342,University Lane,Richmond,VA,23173-1823,4/24/2008 23:18:06
2667,(123) 123-5900,1343,Willow Road,Charleston,WV,25300,4/26/2008 23:18:06
2669,(123) 123-5901,1344,Bowery Estates,Montgomery,AL,36100,4/28/2008 23:18:06
2671,(123) 123-5902,1345,Dogwood Drive,Sacramento,CA,94203,4/30/2008 23:18:06
2673,(123) 123-5903,1346,Fir Street,Washington,DC,20510-0001,05/02/2008 23:18:06
2675,(123) 123-5904,1347,The Highlands,Atlanta,GA,30026,05/04/2008 23:18:06
2677,(123) 123-5905,1348,James Road,Springfield,IL,62700,05/06/2008 23:18:06
2679,(123) 123-5906,1349,Larch Mont Road,Boston,MA,02138-7190,05/08/2008 23:18:06
2681,(123) 123-5907,1350,New Pike Road,Trenton,NJ,8600,05/10/2008 23:18:06
2683,(123) 123-5908,1351,Pine Place,Albany,NY,12200-2837,05/12/2008 23:18:06
2685,(123) 123-5909,1352,Race Track Road,Harrisburg,PA,17100,5/14/2008 23:18:06
2687,(123) 123-5910,1353,Tamarack Road,Salt Lake City,UT,84100,5/16/2008 23:18:06
2689,(123) 123-5911,1354,Valley Road,Olympia,WA,98507,5/18/2008 23:18:06
2691,(123) 123-5912,1355,Apple Lane,Juneau,AK,99801,5/20/2008 23:18:06
2693,(123) 123-5913,1356,Cannery Row,Phoenix,AZ,85011,5/22/2008 23:18:06
2695,(123) 123-5914,1357,Elm Street,Denver,CO,80201,5/24/2008 23:18:06
2697,(123) 123-5915,1358,Goshen Road,Tallahassee,FL,32301,5/26/2008 23:18:06
2699,(123) 123-5916,1359,Island Drive,Honolulu,HI,96800-3017,5/28/2008 23:18:06
2701,(123) 123-5917,1360,King Street,Baton Rouge,LA,70800,5/30/2008 23:18:06
2703,(123) 123-5918,1361,Maple Street,Annapolis,MD,21400,06/01/2008 23:18:06
2705,(123) 123-5919,1362,Oak Drive,Carson City,NV,89701,06/03/2008 23:18:06
2707,(123) 123-5920,1363,Queen Ann Drive,Salem,OR,97301,06/05/2008 23:18:06
2709,(123) 123-5921,1364,Stoney Way,Austin,TX,73301,06/07/2008 23:18:06
2711,(123) 123-5922,1365,University Lane,Richmond,VA,23173-1823,06/09/2008 23:18:06
2713,(123) 123-5923,1366,Willow Road,Charleston,WV,25300,06/11/2008 23:18:06
2715,(123) 123-5924,1367,Bowery Estates,Montgomery,AL,36100,6/13/2008 23:18:06
2717,(123) 123-5925,1368,Dogwood Drive,Sacramento,CA,94203,6/15/2008 23:18:06
2719,(123) 123-5926,1369,Fir Street,Washington,DC,20510-0001,6/17/2008 23:18:06
2721,(123) 123-5927,1370,The Highlands,Atlanta,GA,30026,6/19/2008 23:18:06
2723,(123) 123-5928,1371,James Road,Springfield,IL,62700,6/21/2008 23:18:06
2725,(123) 123-5929,1372,Larch Mont Road,Boston,MA,02138-7190,6/23/2008 23:18:06
2727,(123) 123-5930,1373,New Pike Road,Trenton,NJ,8600,6/25/2008 23:18:06
2729,(123) 123-5931,1374,Pine Place,Albany,NY,12200-2837,6/27/2008 23:18:06
2731,(123) 123-5932,1375,Race Track Road,Harrisburg,PA,17100,6/29/2008 23:18:06
2733,(123) 123-5933,1376,Tamarack Road,Salt Lake City,UT,84100,07/01/2008 23:18:06
2735,(123) 123-5934,1377,Valley Road,Olympia,WA,98507,07/03/2008 23:18:06
2737,(123) 123-5935,1378,Apple Lane,Juneau,AK,99801,07/05/2008 23:18:06
2739,(123) 123-5936,1379,Cannery Row,Phoenix,AZ,85011,07/07/2008 23:18:06
2741,(123) 123-5937,1380,Elm Street,Denver,CO,80201,07/09/2008 23:18:06
2743,(123) 123-5938,1381,Goshen Road,Tallahassee,FL,32301,07/11/2008 23:18:06
2745,(123) 123-5939,1382,Island Drive,Honolulu,HI,96800-3017,7/13/2008 23:18:06
2747,(123) 123-5940,1383,King Street,Baton Rouge,LA,70800,7/15/2008 23:18:06
2749,(123) 123-5941,1384,Maple Street,Annapolis,MD,21400,7/17/2008 23:18:06
2751,(123) 123-5942,1385,Oak Drive,Carson City,NV,89701,7/19/2008 23:18:06
2753,(123) 123-5943,1386,Queen Ann Drive,Salem,OR,97301,7/21/2008 23:18:06
2755,(123) 123-5944,1387,Stoney Way,Austin,TX,73301,7/23/2008 23:18:06
2757,(123) 123-5945,1388,University Lane,Richmond,VA,23173-1823,7/25/2008 23:18:06
2759,(123) 123-5946,1389,Willow Road,Charleston,WV,25300,7/27/2008 23:18:06
2761,(123) 123-5947,1390,Bowery Estates,Montgomery,AL,36100,7/29/2008 23:18:06
2763,(123) 123-5948,1391,Dogwood Drive,Sacramento,CA,94203,7/31/2008 23:18:06
2765,(123) 123-5949,1392,Fir Street,Washington,DC,20510-0001,08/02/2008 23:18:06
2767,(123) 123-5950,1393,The Highlands,Atlanta,GA,30026,08/04/2008 23:18:06
2769,(123) 123-5951,1394,James Road,Springfield,IL,62700,08/06/2008 23:18:06
2771,(123) 123-5952,1395,Larch Mont Road,Boston,MA,02138-7190,08/08/2008 23:18:06
2773,(123) 123-5953,1396,New Pike Road,Trenton,NJ,8600,08/10/2008 23:18:06
2775,(123) 123-5954,1397,Pine Place,Albany,NY,12200-2837,08/12/2008 23:18:06
2777,(123) 123-5955,1398,Race Track Road,Harrisburg,PA,17100,8/14/2008 23:18:06
2779,(123) 123-5956,1399,Tamarack Road,Salt Lake City,UT,84100,8/16/2008 23:18:06
2781,(123) 123-5957,1400,Valley Road,Olympia,WA,98507,8/18/2008 23:18:06
2783,(123) 123-5958,1401,Apple Lane,Juneau,AK,99801,8/20/2008 23:18:06
2785,(123) 123-5959,1402,Cannery Row,Phoenix,AZ,85011,8/22/2008 23:18:06
2787,(123) 123-5960,1403,Elm Street,Denver,CO,80201,8/24/2008 23:18:06
2789,(123) 123-5961,1404,Goshen Road,Tallahassee,FL,32301,8/26/2008 23:18:06
2791,(123) 123-5962,1405,Island Drive,Honolulu,HI,96800-3017,8/28/2008 23:18:06
2793,(123) 123-5963,1406,King Street,Baton Rouge,LA,70800,8/30/2008 23:18:06
2795,(123) 123-5964,1407,Maple Street,Annapolis,MD,21400,09/01/2008 23:18:06
2797,(123) 123-5965,1408,Oak Drive,Carson City,NV,89701,09/03/2008 23:18:06
2799,(123) 123-5966,1409,Queen Ann Drive,Salem,OR,97301,09/05/2008 23:18:06
2801,(123) 123-5967,1410,Stoney Way,Austin,TX,73301,09/07/2008 23:18:06
2803,(123) 123-5968,1411,University Lane,Richmond,VA,23173-1823,09/09/2008 23:18:06
2805,(123) 123-5969,1412,Willow Road,Charleston,WV,25300,09/11/2008 23:18:06
2807,(123) 123-5970,1413,Bowery Estates,Montgomery,AL,36100,9/13/2008 23:18:06
2809,(123) 123-5971,1414,Dogwood Drive,Sacramento,CA,94203,9/15/2008 23:18:06
2811,(123) 123-5972,1415,Fir Street,Washington,DC,20510-0001,9/17/2008 23:18:06
2813,(123) 123-5973,1416,The Highlands,Atlanta,GA,30026,9/19/2008 23:18:06
2815,(123) 123-5974,1417,James Road,Springfield,IL,62700,9/21/2008 23:18:06
2817,(123) 123-5975,1418,Larch Mont Road,Boston,MA,02138-7190,9/23/2008 23:18:06
2819,(123) 123-5976,1419,New Pike Road,Trenton,NJ,8600,9/25/2008 23:18:06
2821,(123) 123-5977,1420,Pine Place,Albany,NY,12200-2837,9/27/2008 23:18:06
2823,(123) 123-5978,1421,Race Track Road,Harrisburg,PA,17100,9/29/2008 23:18:06
2825,(123) 123-5979,1422,Tamarack Road,Salt Lake City,UT,84100,10/01/2008 23:18:06
2827,(123) 123-5980,1423,Valley Road,Olympia,WA,98507,10/03/2008 23:18:06
2829,(123) 123-5981,1424,Apple Lane,Juneau,AK,99801,10/05/2008 23:18:06
2831,(123) 123-5982,1425,Cannery Row,Phoenix,AZ,85011,10/07/2008 23:18:06
2833,(123) 123-5983,1426,Elm Street,Denver,CO,80201,10/09/2008 23:18:06
2835,(123) 123-5984,1427,Goshen Road,Tallahassee,FL,32301,10/11/2008 23:18:06
2837,(123) 123-5985,1428,Island Drive,Honolulu,HI,96800-3017,10/13/2008 23:18:06
2839,(123) 123-5986,1429,King Street,Baton Rouge,LA,70800,10/15/2008 23:18:06
2841,(123) 123-5987,1430,Maple Street,Annapolis,MD,21400,10/17/2008 23:18:06
2843,(123) 123-5988,1431,Oak Drive,Carson City,NV,89701,10/19/2008 23:18:06
2845,(123) 123-5989,1432,Queen Ann Drive,Salem,OR,97301,10/21/2008 23:18:06
2847,(123) 123-5990,1433,Stoney Way,Austin,TX,73301,10/23/2008 23:18:06
2849,(123) 123-5991,1434,University Lane,Richmond,VA,23173-1823,10/25/2008 23:18:06
2851,(123) 123-5992,1435,Willow Road,Charleston,WV,25300,10/27/2008 23:18:06
2853,(123) 123-5993,1436,Bowery Estates,Montgomery,AL,36100,10/29/2008 23:18:06
2855,(123) 123-5994,1437,Dogwood Drive,Sacramento,CA,94203,10/31/2008 23:18:06
2857,(123) 123-5995,1438,Fir Street,Washington,DC,20510-0001,11/02/2008 23:18:06
2859,(123) 123-5996,1439,The Highlands,Atlanta,GA,30026,11/04/2008 23:18:06
2861,(123) 123-5997,1440,James Road,Springfield,IL,62700,11/06/2008 23:18:06
2863,(123) 123-5998,1441,Larch Mont Road,Boston,MA,02138-7190,11/08/2008 23:18:06
2865,(123) 123-5999,1442,New Pike Road,Trenton,NJ,8600,11/10/2008 23:18:06
2867,(123) 123-6000,1443,Pine Place,Albany,NY,12200-2837,11/12/2008 23:18:06
2869,(123) 123-6001,1444,Race Track Road,Harrisburg,PA,17100,11/14/2008 23:18:06
2871,(123) 123-6002,1445,Tamarack Road,Salt Lake City,UT,84100,11/16/2008 23:18:06
2873,(123) 123-6003,1446,Valley Road,Olympia,WA,98507,11/18/2008 23:18:06
2875,(123) 123-6004,1447,Apple Lane,Juneau,AK,99801,11/20/2008 23:18:06
2877,(123) 123-6005,1448,Cannery Row,Phoenix,AZ,85011,11/22/2008 23:18:06
2879,(123) 123-6006,1449,Elm Street,Denver,CO,80201,11/24/2008 23:18:06
2881,(123) 123-6007,1450,Goshen Road,Tallahassee,FL,32301,11/26/2008 23:18:06
2883,(123) 123-6008,1451,Island Drive,Honolulu,HI,96800-3017,11/28/2008 23:18:06
2885,(123) 123-6009,1452,King Street,Baton Rouge,LA,70800,11/30/2008 23:18:06
2887,(123) 123-6010,1453,Maple Street,Annapolis,MD,21400,12/02/2008 23:18:06
2889,(123) 123-6011,1454,Oak Drive,Carson City,NV,89701,12/04/2008 23:18:06
2891,(123) 123-6012,1455,Queen Ann Drive,Salem,OR,97301,12/06/2008 23:18:06
2893,(123) 123-6013,1456,Stoney Way,Austin,TX,73301,12/08/2008 23:18:06
2895,(123) 123-6014,1457,University Lane,Richmond,VA,23173-1823,12/10/2008 23:18:06
2897,(123) 123-6015,1458,Willow Road,Charleston,WV,25300,12/12/2008 23:18:06
2899,(123) 123-6016,1459,Bowery Estates,Montgomery,AL,36100,12/14/2008 23:18:06
2901,(123) 123-6017,1460,Dogwood Drive,Sacramento,CA,94203,12/16/2008 23:18:06
2903,(123) 123-6018,1461,Fir Street,Washington,DC,20510-0001,12/18/2008 23:18:06
2905,(123) 123-6019,1462,The Highlands,Atlanta,GA,30026,12/20/2008 23:18:06
2907,(123) 123-6020,1463,James Road,Springfield,IL,62700,12/22/2008 23:18:06
2909,(123) 123-6021,1464,Larch Mont Road,Boston,MA,02138-7190,12/24/2008 23:18:06
2911,(123) 123-6022,1465,New Pike Road,Trenton,NJ,8600,12/26/2008 23:18:06
2913,(123) 123-6023,1466,Pine Place,Albany,NY,12200-2837,12/28/2008 23:18:06
2915,(123) 123-6024,1467,Race Track Road,Harrisburg,PA,17100,12/30/2008 23:18:06
2917,(123) 123-6025,1468,Tamarack Road,Salt Lake City,UT,84100,01/01/2009 23:18:06
2919,(123) 123-6026,1469,Valley Road,Olympia,WA,98507,01/03/2009 23:18:06
2921,(123) 123-6027,1470,Apple Lane,Juneau,AK,99801,01/06/2008 23:18:06
2923,(123) 123-6028,1471,Cannery Row,Phoenix,AZ,85011,01/08/2008 23:18:06
2925,(123) 123-6029,1472,Elm Street,Denver,CO,80201,01/10/2008 23:18:06
2927,(123) 123-6030,1473,Goshen Road,Tallahassee,FL,32301,01/12/2008 23:18:06
2929,(123) 123-6031,1474,Island Drive,Honolulu,HI,96800-3017,1/14/2008 23:18:06
2931,(123) 123-6032,1475,King Street,Baton Rouge,LA,70800,1/16/2008 23:18:06
2933,(123) 123-6033,1476,Maple Street,Annapolis,MD,21400,1/18/2008 23:18:06
2935,(123) 123-6034,1477,Oak Drive,Carson City,NV,89701,1/20/2008 23:18:06
2937,(123) 123-6035,1478,Queen Ann Drive,Salem,OR,97301,1/22/2008 23:18:06
2939,(123) 123-6036,1479,Stoney Way,Austin,TX,73301,1/24/2008 23:18:06
2941,(123) 123-6037,1480,University Lane,Richmond,VA,23173-1823,1/26/2008 23:18:06
2943,(123) 123-6038,1481,Willow Road,Charleston,WV,25300,1/28/2008 23:18:06
2945,(123) 123-6039,1482,Bowery Estates,Montgomery,AL,36100,1/30/2008 23:18:06
2947,(123) 123-6040,1483,Dogwood Drive,Sacramento,CA,94203,02/01/2008 23:18:06
2949,(123) 123-6041,1484,Fir Street,Washington,DC,20510-0001,02/03/2008 23:18:06
2951,(123) 123-6042,1485,The Highlands,Atlanta,GA,30026,02/05/2008 23:18:06
2953,(123) 123-6043,1486,James Road,Springfield,IL,62700,02/07/2008 23:18:06
2955,(123) 123-6044,1487,Larch Mont Road,Boston,MA,02138-7190,02/09/2008 23:18:06
2957,(123) 123-6045,1488,New Pike Road,Trenton,NJ,8600,02/11/2008 23:18:06
2959,(123) 123-6046,1489,Pine Place,Albany,NY,12200-2837,2/13/2008 23:18:06
2961,(123) 123-6047,1490,Race Track Road,Harrisburg,PA,17100,2/15/2008 23:18:06
2963,(123) 123-6048,1491,Tamarack Road,Salt Lake City,UT,84100,2/17/2008 23:18:06
2965,(123) 123-6049,1492,Valley Road,Olympia,WA,98507,2/19/2008 23:18:06
2967,(123) 123-6050,1493,Apple Lane,Juneau,AK,99801,2/21/2008 23:18:06
2969,(123) 123-6051,1494,Cannery Row,Phoenix,AZ,85011,2/23/2008 23:18:06
2971,(123) 123-6052,1495,Elm Street,Denver,CO,80201,2/25/2008 23:18:06
2973,(123) 123-6053,1496,Goshen Road,Tallahassee,FL,32301,2/27/2008 23:18:06
2975,(123) 123-6054,1497,Island Drive,Honolulu,HI,96800-3017,2/29/2008 23:18:06
2977,(123) 123-6055,1498,King Street,Baton Rouge,LA,70800,03/02/2008 23:18:06
2979,(123) 123-6056,1499,Maple Street,Annapolis,MD,21400,03/04/2008 23:18:06
2981,(123) 123-6057,1500,Oak Drive,Carson City,NV,89701,03/06/2008 23:18:06
2983,(123) 123-6058,1501,Queen Ann Drive,Salem,OR,97301,03/08/2008 23:18:06
2985,(123) 123-6059,1502,Stoney Way,Austin,TX,73301,03/10/2008 23:18:06
2987,(123) 123-6060,1503,University Lane,Richmond,VA,23173-1823,03/12/2008 23:18:06
2989,(123) 123-6061,1504,Willow Road,Charleston,WV,25300,3/14/2008 23:18:06
2991,(123) 123-6062,1505,Bowery Estates,Montgomery,AL,36100,3/16/2008 23:18:06
2993,(123) 123-6063,1506,Dogwood Drive,Sacramento,CA,94203,3/18/2008 23:18:06
2995,(123) 123-6064,1507,Fir Street,Washington,DC,20510-0001,3/20/2008 23:18:06
2997,(123) 123-6065,1508,The Highlands,Atlanta,GA,30026,3/22/2008 23:18:06
2999,(123) 123-6066,1509,James Road,Springfield,IL,62700,3/24/2008 23:18:06
3001,(123) 123-6067,1510,Larch Mont Road,Boston,MA,02138-7190,3/26/2008 23:18:06
3003,(123) 123-6068,1511,New Pike Road,Trenton,NJ,8600,3/28/2008 23:18:06
3005,(123) 123-6069,1512,Pine Place,Albany,NY,12200-2837,3/30/2008 23:18:06
3007,(123) 123-6070,1513,Race Track Road,Harrisburg,PA,17100,04/01/2008 23:18:06
3009,(123) 123-6071,1514,Tamarack Road,Salt Lake City,UT,84100,04/03/2008 23:18:06
3011,(123) 123-6072,1515,Valley Road,Olympia,WA,98507,04/05/2008 23:18:06
3013,(123) 123-6073,1516,Apple Lane,Juneau,AK,99801,04/07/2008 23:18:06
3015,(123) 123-6074,1517,Cannery Row,Phoenix,AZ,85011,04/09/2008 23:18:06
3017,(123) 123-6075,1518,Elm Street,Denver,CO,80201,04/11/2008 23:18:06
3019,(123) 123-6076,1519,Goshen Road,Tallahassee,FL,32301,4/13/2008 23:18:06
3021,(123) 123-6077,1520,Island Drive,Honolulu,HI,96800-3017,4/15/2008 23:18:06
3023,(123) 123-6078,1521,King Street,Baton Rouge,LA,70800,4/17/2008 23:18:06
3025,(123) 123-6079,1522,Maple Street,Annapolis,MD,21400,4/19/2008 23:18:06
3027,(123) 123-6080,1523,Oak Drive,Carson City,NV,89701,4/21/2008 23:18:06
3029,(123) 123-6081,1524,Queen Ann Drive,Salem,OR,97301,4/23/2008 23:18:06
3031,(123) 123-6082,1525,Stoney Way,Austin,TX,73301,4/25/2008 23:18:06
3033,(123) 123-6083,1526,University Lane,Richmond,VA,23173-1823,4/27/2008 23:18:06
3035,(123) 123-6084,1527,Willow Road,Charleston,WV,25300,4/29/2008 23:18:06
3037,(123) 123-6085,1528,Bowery Estates,Montgomery,AL,36100,05/01/2008 23:18:06
3039,(123) 123-6086,1529,Dogwood Drive,Sacramento,CA,94203,05/03/2008 23:18:06
3041,(123) 123-6087,1530,Fir Street,Washington,DC,20510-0001,05/05/2008 23:18:06
3043,(123) 123-6088,1531,The Highlands,Atlanta,GA,30026,05/07/2008 23:18:06
3045,(123) 123-6089,1532,James Road,Springfield,IL,62700,05/09/2008 23:18:06
3047,(123) 123-6090,1533,Larch Mont Road,Boston,MA,02138-7190,05/11/2008 23:18:06
3049,(123) 123-6091,1534,New Pike Road,Trenton,NJ,8600,5/13/2008 23:18:06
3051,(123) 123-6092,1535,Pine Place,Albany,NY,12200-2837,5/15/2008 23:18:06
3053,(123) 123-6093,1536,Race Track Road,Harrisburg,PA,17100,5/17/2008 23:18:06
3055,(123) 123-6094,1537,Tamarack Road,Salt Lake City,UT,84100,5/19/2008 23:18:06
3057,(123) 123-6095,1538,Valley Road,Olympia,WA,98507,5/21/2008 23:18:06
3059,(123) 123-6096,1539,Apple Lane,Juneau,AK,99801,5/23/2008 23:18:06
3061,(123) 123-6097,1540,Cannery Row,Phoenix,AZ,85011,5/25/2008 23:18:06
3063,(123) 123-6098,1541,Elm Street,Denver,CO,80201,5/27/2008 23:18:06
3065,(123) 123-6099,1542,Goshen Road,Tallahassee,FL,32301,5/29/2008 23:18:06
3067,(123) 123-6100,1543,Island Drive,Honolulu,HI,96800-3017,5/31/2008 23:18:06
3069,(123) 123-6101,1544,King Street,Baton Rouge,LA,70800,06/02/2008 23:18:06
3071,(123) 123-6102,1545,Maple Street,Annapolis,MD,21400,06/04/2008 23:18:06
3073,(123) 123-6103,1546,Oak Drive,Carson City,NV,89701,06/06/2008 23:18:06
3075,(123) 123-6104,1547,Queen Ann Drive,Salem,OR,97301,06/08/2008 23:18:06
3077,(123) 123-6105,1548,Stoney Way,Austin,TX,73301,06/10/2008 23:18:06
3079,(123) 123-6106,1549,University Lane,Richmond,VA,23173-1823,06/12/2008 23:18:06
3081,(123) 123-6107,1550,Willow Road,Charleston,WV,25300,6/14/2008 23:18:06
3083,(123) 123-6108,1551,Bowery Estates,Montgomery,AL,36100,6/16/2008 23:18:06
3085,(123) 123-6109,1552,Dogwood Drive,Sacramento,CA,94203,6/18/2008 23:18:06
3087,(123) 123-6110,1553,Fir Street,Washington,DC,20510-0001,6/20/2008 23:18:06
3089,(123) 123-6111,1554,The Highlands,Atlanta,GA,30026,6/22/2008 23:18:06
3091,(123) 123-6112,1555,James Road,Springfield,IL,62700,6/24/2008 23:18:06
3093,(123) 123-6113,1556,Larch Mont Road,Boston,MA,02138-7190,6/26/2008 23:18:06
3095,(123) 123-6114,1557,New Pike Road,Trenton,NJ,8600,6/28/2008 23:18:06
3097,(123) 123-6115,1558,Pine Place,Albany,NY,12200-2837,6/30/2008 23:18:06
3099,(123) 123-6116,1559,Race Track Road,Harrisburg,PA,17100,07/02/2008 23:18:06
3101,(123) 123-6117,1560,Tamarack Road,Salt Lake City,UT,84100,07/04/2008 23:18:06
3103,(123) 123-6118,1561,Valley Road,Olympia,WA,98507,07/06/2008 23:18:06
3105,(123) 123-6119,1562,Apple Lane,Juneau,AK,99801,07/08/2008 23:18:06
3107,(123) 123-6120,1563,Cannery Row,Phoenix,AZ,85011,07/10/2008 23:18:06
3109,(123) 123-6121,1564,Elm Street,Denver,CO,80201,07/12/2008 23:18:06
3111,(123) 123-6122,1565,Goshen Road,Tallahassee,FL,32301,7/14/2008 23:18:06
3113,(123) 123-6123,1566,Island Drive,Honolulu,HI,96800-3017,7/16/2008 23:18:06
3115,(123) 123-6124,1567,King Street,Baton Rouge,LA,70800,7/18/2008 23:18:06
3117,(123) 123-6125,1568,Maple Street,Annapolis,MD,21400,7/20/2008 23:18:06
3119,(123) 123-6126,1569,Oak Drive,Carson City,NV,89701,7/22/2008 23:18:06
3121,(123) 123-6127,1570,Queen Ann Drive,Salem,OR,97301,7/24/2008 23:18:06
3123,(123) 123-6128,1571,Stoney Way,Austin,TX,73301,7/26/2008 23:18:06
3125,(123) 123-6129,1572,University Lane,Richmond,VA,23173-1823,7/28/2008 23:18:06
3127,(123) 123-6130,1573,Willow Road,Charleston,WV,25300,7/30/2008 23:18:06
3129,(123) 123-6131,1574,Bowery Estates,Montgomery,AL,36100,08/01/2008 23:18:06
3131,(123) 123-6132,1575,Dogwood Drive,Sacramento,CA,94203,08/03/2008 23:18:06
3133,(123) 123-6133,1576,Fir Street,Washington,DC,20510-0001,08/05/2008 23:18:06
3135,(123) 123-6134,1577,The Highlands,Atlanta,GA,30026,08/07/2008 23:18:06
3137,(123) 123-6135,1578,James Road,Springfield,IL,62700,08/09/2008 23:18:06
3139,(123) 123-6136,1579,Larch Mont Road,Boston,MA,02138-7190,08/11/2008 23:18:06
3141,(123) 123-6137,1580,New Pike Road,Trenton,NJ,8600,8/13/2008 23:18:06
3143,(123) 123-6138,1581,Pine Place,Albany,NY,12200-2837,8/15/2008 23:18:06
3145,(123) 123-6139,1582,Race Track Road,Harrisburg,PA,17100,8/17/2008 23:18:06
3147,(123) 123-6140,1583,Tamarack Road,Salt Lake City,UT,84100,8/19/2008 23:18:06
3149,(123) 123-6141,1584,Valley Road,Olympia,WA,98507,8/21/2008 23:18:06
3151,(123) 123-6142,1585,Apple Lane,Juneau,AK,99801,8/23/2008 23:18:06
3153,(123) 123-6143,1586,Cannery Row,Phoenix,AZ,85011,8/25/2008 23:18:06
3155,(123) 123-6144,1587,Elm Street,Denver,CO,80201,8/27/2008 23:18:06
3157,(123) 123-6145,1588,Goshen Road,Tallahassee,FL,32301,8/29/2008 23:18:06
3159,(123) 123-6146,1589,Island Drive,Honolulu,HI,96800-3017,8/31/2008 23:18:06
3161,(123) 123-6147,1590,King Street,Baton Rouge,LA,70800,09/02/2008 23:18:06
3163,(123) 123-6148,1591,Maple Street,Annapolis,MD,21400,09/04/2008 23:18:06
3165,(123) 123-6149,1592,Oak Drive,Carson City,NV,89701,09/06/2008 23:18:06
3167,(123) 123-6150,1593,Queen Ann Drive,Salem,OR,97301,09/08/2008 23:18:06
3169,(123) 123-6151,1594,Stoney Way,Austin,TX,73301,09/10/2008 23:18:06
3171,(123) 123-6152,1595,University Lane,Richmond,VA,23173-1823,09/12/2008 23:18:06
3173,(123) 123-6153,1596,Willow Road,Charleston,WV,25300,9/14/2008 23:18:06
3175,(123) 123-6154,1597,Bowery Estates,Montgomery,AL,36100,9/16/2008 23:18:06
3177,(123) 123-6155,1598,Dogwood Drive,Sacramento,CA,94203,9/18/2008 23:18:06
3179,(123) 123-6156,1599,Fir Street,Washington,DC,20510-0001,9/20/2008 23:18:06
3181,(123) 123-6157,1600,The Highlands,Atlanta,GA,30026,9/22/2008 23:18:06
3183,(123) 123-6158,1601,James Road,Springfield,IL,62700,9/24/2008 23:18:06
3185,(123) 123-6159,1602,Larch Mont Road,Boston,MA,02138-7190,9/26/2008 23:18:06
3187,(123) 123-6160,1603,New Pike Road,Trenton,NJ,8600,9/28/2008 23:18:06
3189,(123) 123-6161,1604,Pine Place,Albany,NY,12200-2837,9/30/2008 23:18:06
3191,(123) 123-6162,1605,Race Track Road,Harrisburg,PA,17100,10/02/2008 23:18:06
3193,(123) 123-6163,1606,Tamarack Road,Salt Lake City,UT,84100,10/04/2008 23:18:06
3195,(123) 123-6164,1607,Valley Road,Olympia,WA,98507,10/06/2008 23:18:06
3197,(123) 123-6165,1608,Apple Lane,Juneau,AK,99801,10/08/2008 23:18:06
3199,(123) 123-6166,1609,Cannery Row,Phoenix,AZ,85011,10/10/2008 23:18:06
3201,(123) 123-6167,1610,Elm Street,Denver,CO,80201,10/12/2008 23:18:06
3203,(123) 123-6168,1611,Goshen Road,Tallahassee,FL,32301,10/14/2008 23:18:06
3205,(123) 123-6169,1612,Island Drive,Honolulu,HI,96800-3017,10/16/2008 23:18:06
3207,(123) 123-6170,1613,King Street,Baton Rouge,LA,70800,10/18/2008 23:18:06
3209,(123) 123-6171,1614,Maple Street,Annapolis,MD,21400,10/20/2008 23:18:06
3211,(123) 123-6172,1615,Oak Drive,Carson City,NV,89701,10/22/2008 23:18:06
3213,(123) 123-6173,1616,Queen Ann Drive,Salem,OR,97301,10/24/2008 23:18:06
3215,(123) 123-6174,1617,Stoney Way,Austin,TX,73301,10/26/2008 23:18:06
3217,(123) 123-6175,1618,University Lane,Richmond,VA,23173-1823,10/28/2008 23:18:06
3219,(123) 123-6176,1619,Willow Road,Charleston,WV,25300,10/30/2008 23:18:06
3221,(123) 123-6177,1620,Bowery Estates,Montgomery,AL,36100,11/01/2008 23:18:06
3223,(123) 123-6178,1621,Dogwood Drive,Sacramento,CA,94203,11/03/2008 23:18:06
3225,(123) 123-6179,1622,Fir Street,Washington,DC,20510-0001,11/05/2008 23:18:06
3227,(123) 123-6180,1623,The Highlands,Atlanta,GA,30026,11/07/2008 23:18:06
3229,(123) 123-6181,1624,James Road,Springfield,IL,62700,11/09/2008 23:18:06
3231,(123) 123-6182,1625,Larch Mont Road,Boston,MA,02138-7190,11/11/2008 23:18:06
3233,(123) 123-6183,1626,New Pike Road,Trenton,NJ,8600,11/13/2008 23:18:06
